Canton,Commune,Language,Residents,Population density per km²,0-19 years,20-64 years,65 years or over,Private households,Surface area in km²,Settlement area,Agricultural area,Wooded area,Unproductive area,East coordinate,North coordinate,Elevation
AI,Schwende,de,2196,38.18466354,24.27140255,59.74499089,15.98360656,811,57.51,2.261656228,44.95476688,32.72442589,20.05915101,2751000,1240800,1280
AI,Oberegg,de,1916,131.1430527,18.73695198,59.23799582,22.02505219,807,14.61,6.29705681,50.7871321,42.50513347,0.410677618,2759400,1254600,883
SG,Häggenschwil,de,1365,150.4961411,25.49450549,60.58608059,13.91941392,505,9.07,9.210526316,75.43859649,13.59649123,1.754385965,2743400,1262100,548
SG,Muolen,de,1200,116.1665053,25.16666667,60.41666667,14.41666667,458,10.33,7.425265188,83.89585342,7.618129219,1.06075217,2742000,1265100,507
SG,St. Gallen,de,75833,1925.67293,18.07656297,64.30313979,17.62029723,36992,39.38,40.8085431,28.96008136,28.45156369,1.779811849,2746200,1254600,688
SG,Wittenbach,de,9691,794.3442623,20.59642968,57.75461769,21.64895264,4186,12.2,20.6557377,56.96721311,20.90163934,1.475409836,2746300,1258700,592
SG,Berg (SG),de,850,226.0638298,22.47058824,59.05882353,18.47058824,328,3.76,12.43386243,69.57671958,17.1957672,0.793650794,2748300,1261300,516
SG,Eggersriet,de,2280,256.1797753,23.11403509,55.0877193,21.79824561,914,8.9,9.988776655,56.56565657,32.996633,0.448933782,2753400,1256600,828
SG,Goldach,de,9269,1967.940552,18.80461754,59.38073147,21.81465099,4168,4.71,55.907173,28.90295359,12.86919831,2.320675106,2752800,1260000,447
SG,Mörschwil,de,3585,364.3292683,22.28730823,58.85634589,18.85634589,1406,9.84,19.67545639,57.50507099,21.60243408,1.21703854,2749600,1259500,544
SG,Rorschach,de,9441,5303.932584,18.52557992,62.49337994,18.98104014,4649,1.78,93.22033898,6.214689266,0.564971751,0,2754800,1260700,419
SG,Rorschacherberg,de,7286,1027.64457,17.4855888,62.10540763,20.40900357,3216,7.09,29.91573034,44.66292135,25.28089888,0.140449438,2756100,1259500,566
SG,Steinach,de,3606,801.3333333,18.88519135,60.70438159,20.41042707,1608,4.49,31.77777778,61.55555556,5.333333333,1.333333333,2750800,1263300,409
SG,Tübach,de,1461,734.1708543,23.81930185,58.04243669,18.13826146,580,1.99,33.33333333,60.60606061,6.060606061,0,2751700,1261400,424
SG,Untereggen,de,1073,150.4908836,24.41752097,61.23019571,14.35228332,399,7.14,6.364922207,49.22206506,42.29137199,2.121640736,2751800,1257900,616
SG,Au (SG),de,7789,1675.053763,19.52753884,62.25446142,18.21799974,3489,4.65,52.14592275,36.69527897,4.506437768,6.652360515,2765800,1256100,404
SG,Balgach,de,4798,735.8895706,19.50812839,63.94330971,16.5485619,2079,6.52,24.27921093,54.17298938,20.63732929,0.91047041,2763800,1253000,407
SG,Berneck,de,3963,705.1601423,20.96896291,60.38354782,18.64748928,1690,5.62,23.21428571,46.07142857,29.64285714,1.071428571,2764000,1255000,463
SG,Diepoldsau,de,6471,575.2,22.05223304,62.84963684,15.09813012,2567,11.25,23.86058981,63.36014298,4.557640751,8.221626452,2767400,1250600,408
SG,Rheineck,de,3419,1547.058824,17.43199766,61.59695817,20.97104417,1574,2.2,55.85585586,30.63063063,6.306306306,7.207207207,2762100,1259500,400
SG,St. Margrethen,de,5890,857.3508006,19.47368421,63.14091681,17.38539898,2499,6.87,36.78832117,25.40145985,31.67883212,6.131386861,2765500,1258100,404
SG,Thal,de,6571,680.2277433,20.66656521,61.19312129,18.1403135,2828,9.65,37.86307054,42.63485477,11.82572614,7.676348548,2760700,1259300,412
SG,Widnau,de,9619,2279.383886,21.22881796,62.96912361,15.80205843,4037,4.22,67.53554502,26.54028436,1.421800948,4.502369668,2765700,1252900,405
SG,Altstätten,de,11733,297.3390775,20.65115486,61.04150686,18.30733828,5080,39.46,13.57431749,60.69261881,21.05662285,4.676440849,2758700,1249600,469
SG,Eichberg,de,1535,282.1691176,23.32247557,62.80130293,13.8762215,611,5.44,10.90909091,44.54545455,43.63636364,0.909090909,2757500,1245900,563
SG,Marbach (SG),de,2105,480.5936073,21.90023753,62.70783848,15.39192399,866,4.38,20.40816327,72.33560091,5.215419501,2.040816327,2760800,1251200,411
SG,Oberriet (SG),de,8879,256.6184971,22.43495889,62.23673837,15.32830274,3518,34.6,14.84804631,54.70332851,26.42547033,4.023154848,2760700,1243200,421
SG,Rebstein,de,4494,1023.690205,19.49265688,61.83800623,18.66933689,1931,4.39,30.11494253,61.83908046,6.896551724,1.149425287,2761900,1252100,409
SG,Rüthi (SG),de,2399,257.1275456,21.46727803,63.31804919,15.21467278,983,9.33,14.16309013,47.4248927,33.0472103,5.364806867,2758800,1240300,458
SG,Buchs (SG),de,12661,793.7931034,20.04580997,63.28094147,16.67324856,5431,15.95,26.72521957,37.45294856,29.04642409,6.775407779,2754100,1225800,451
SG,Gams,de,3471,155.8599012,22.73120138,61.48084126,15.78795736,1352,22.27,9.60502693,57.36086176,29.44344704,3.590664273,2751800,1230100,786
SG,Grabs,de,7068,129.3321134,21.91567629,60.04527448,18.03904924,2965,54.65,5.303584492,49.23189466,33.37600585,12.088515,2751900,1227700,1281
SG,Sennwald,de,5592,134.5524543,18.47281831,66.07653791,15.45064378,2435,41.56,10.15643803,48.35138387,30.46931408,11.02286402,2756300,1236500,462
SG,Sevelen,de,5104,168.2822288,20.90517241,63.55799373,15.53683386,2184,30.33,7.722772277,49.5379538,34.81848185,7.920792079,2755200,1221000,856
SG,Wartau,de,5297,126.8742515,22.59769681,60.50594676,16.89635643,2220,41.75,6.80239521,45.77245509,38.44311377,8.982035928,2755300,1217800,1065
SG,Bad Ragaz,de,6102,240.2362205,17.27302524,61.83218617,20.89478859,2866,25.4,11.56114825,43.60990956,33.81832481,11.01061738,2756900,1207900,915
SG,Flums,de,4858,64.64404524,21.09921779,59.90119391,18.99958831,1980,75.15,4.096834264,51.31683959,32.65496143,11.93136472,2744500,1217400,1457
SG,Mels,de,8623,61.98691683,22.39359852,60.22266033,17.38374116,3517,139.11,2.802529463,41.9948261,29.54153492,25.66110951,2750500,1212500,1729
SG,Pfäfers,de,1565,12.18278063,21.27795527,58.40255591,20.31948882,668,128.46,1.090257768,27.51343353,31.43057394,39.96573476,2756900,1206300,1829
SG,Quarten,de,2937,47.55505181,18.18181818,61.08273749,20.73544433,1305,61.77,3.776949262,33.60350138,46.05284487,16.56670449,2736700,1219000,1397
SG,Sargans,de,6133,648.3086681,19.99021686,62.57948802,17.43029512,2702,9.46,21.45877378,37.52642706,34.46088795,6.553911205,2752100,1212700,484
SG,Vilters-Wangs,de,4817,147.2188264,23.25098609,58.99937721,17.7496367,1948,32.72,5.990220049,44.80440098,33.7408313,15.46454768,2753000,1210100,1318
SG,Walenstadt,de,5679,124.321366,20.91917591,59.28860715,19.79221694,2480,45.72,6.063922942,34.36952715,40.58669002,18.97985989,2742200,1220900,1187
SG,Amden,de,1784,41.46908415,17.09641256,57.17488789,25.72869955,837,43.04,3.159851301,36.91914498,47.83921933,12.08178439,2729800,1223400,1336
SG,Benken (SG),de,3025,183.4445118,23.60330579,62.21487603,14.18181818,1197,16.5,10.44323012,71.70613236,11.71827565,6.13236187,2718700,1228700,410
SG,Kaltbrunn,de,4839,259.6030043,22.8766274,62.49225047,14.63112213,1961,18.64,9.159482759,54.52586207,32.8125,3.502155172,2720300,1230400,557
SG,Schänis,de,3819,95.71428571,21.96910186,61.50824823,16.52264991,1539,39.9,4.714142427,49.8996991,40.59679037,4.789368104,2721900,1224500,732
SG,Weesen,de,1724,319.2592593,19.31554524,58.7587007,21.92575406,803,5.4,12.36162362,34.13284133,49.63099631,3.874538745,2725500,1221500,669
SG,Schmerikon,de,3710,896.1352657,20.10781671,59.94609164,19.94609164,1590,4.15,30.56234719,38.14180929,20.78239609,10.51344743,2714000,1231600,418
SG,Uznach,de,6417,851.061008,22.62739598,60.38647343,16.98613059,2590,7.54,26.02377807,44.78203435,23.11756935,6.07661823,2717100,1231500,426
SG,Rapperswil-Jona,de,26999,1213.438202,18.81551169,60.2466758,20.93781251,12200,22.26,31.73814898,35.34988713,29.66139955,3.250564334,2705900,1232200,438
SG,Gommiswald,de,5167,153.8255433,21.05670602,60.07354364,18.86975034,2181,33.59,7.161961367,48.32095097,42.61515602,1.901931649,2720000,1232300,849
SG,Eschenbach (SG),de,9605,174.9863363,21.88443519,61.02030193,17.09526288,3822,54.89,8.375819374,55.4624909,35.46977422,0.691915514,2712300,1233200,823
SG,Ebnat-Kappel,de,5031,115.5223881,20.65195786,55.41641821,23.93162393,2196,43.55,5.538956562,47.78211905,43.09354171,3.585382671,2727500,1236000,1003
SG,Wildhaus-Alt St. Johann,de,2626,30.00114247,20.9063214,53.92231531,25.17136329,1152,87.53,3.166438043,52.06904435,27.24051212,17.52400549,2739900,1228600,1399
SG,Nesslau,de,3578,38.59762675,20.73784237,55.75740637,23.50475126,1556,92.7,3.109479594,52.80716908,37.13020946,6.95314187,2733400,1231800,1132
SG,Hemberg,de,906,44.87369985,25.38631347,56.51214128,18.10154525,355,20.19,4.253214639,60.28684471,32.78931751,2.670623145,2731300,1240300,919
SG,Lichtensteig,de,1869,662.7659574,18.67308721,62.81433922,18.51257357,885,2.82,21.20141343,31.09540636,43.81625442,3.886925795,2724600,1242800,754
SG,Oberhelfenschwil,de,1261,99.68379447,22.68041237,59.63521015,17.68437748,492,12.65,5.114083399,59.79543666,33.98898505,1.101494886,2726500,1246200,790
SG,Neckertal,de,4035,82.34693878,22.18091698,59.50433705,18.31474597,1659,49,5.720122574,53.44228805,39.7752809,1.062308478,2728200,1247100,812
SG,Wattwil,de,8740,170.803205,20.0228833,58.44393593,21.53318078,3680,51.18,7.835091833,52.40328253,37.63188746,2.129738179,2724800,1240500,849
SG,Kirchberg (SG),de,9073,213.2816173,23.983247,60.57533341,15.4414196,3593,42.54,10.40883459,57.51879699,30.68609023,1.386278196,2720800,1252400,723
SG,Lütisburg,de,1576,111.7730496,24.04822335,61.61167513,14.34010152,595,14.1,6.263345196,55.80071174,35.16014235,2.775800712,2723800,1250600,680
SG,Mosnang,de,2881,57.03821026,26.34501909,56.99409927,16.66088164,1072,50.51,3.699307616,48.48664688,47.10187933,0.712166172,2721000,1247000,838
SG,Bütschwil-Ganterschwil,de,4876,223.3623454,22.53896637,59.53650533,17.9245283,1968,21.83,11.12128146,64.94279176,21.55606407,2.3798627,2723400,1246800,652
SG,Degersheim,de,4130,285.2209945,24.60048426,57.28813559,18.11138015,1661,14.48,11.07266436,51.62629758,36.67820069,0.62283737,2732800,1248400,806
SG,Flawil,de,10523,917.4367916,22.06595077,59.74531978,18.18872945,4463,11.47,25.43554007,49.73867596,22.64808362,2.177700348,2731900,1252800,652
SG,Jonschwil,de,3774,343.4030937,24.98675146,58.95601484,16.0572337,1478,10.99,16.56108597,56.74208145,24.61538462,2.081447964,2724400,1253900,588
SG,Oberuzwil,de,6413,455.7924662,22.51676283,60.25261188,17.23062529,2530,14.08,13.55571327,59.11994322,25.69198013,1.632363378,2727100,1254700,632
SG,Uzwil,de,12892,889.7170462,21.79646292,60.68104251,17.52249457,5301,14.49,28.89655172,51.31034483,17.51724138,2.275862069,2728500,1256300,536
SG,Niederbüren,de,1514,95.58080808,24.76882431,63.07793923,12.15323646,546,15.84,10.0505689,64.91782554,23.19848293,1.83312263,2733100,1258700,538
SG,Niederhelfenschwil,de,3149,192.3640806,26.57986662,59.16163862,14.25849476,1135,16.37,9.163103238,69.63958461,20.4642639,0.733048259,2731700,1259800,565
SG,Oberbüren,de,4448,250.8742245,22.63938849,61.89298561,15.4676259,1775,17.73,13.76404494,64.1011236,19.88764045,2.247191011,2729900,1257000,578
SG,Zuzwil (SG),de,4785,533.4448161,21.56739812,61.27481714,17.15778474,1952,8.97,19.95540691,54.84949833,23.7458194,1.449275362,2726000,1259600,535
SG,Wil (SG),de,23966,1151.104707,19.52349161,61.37444713,19.10206125,10808,20.82,30.16330451,50,18.92411143,0.912584054,2721000,1258000,583
SG,Andwil (SG),de,2014,319.1759113,27.06057597,56.95134062,15.98808342,763,6.31,11.94267516,66.08280255,20.38216561,1.592356688,2738500,1255500,752
SG,Gaiserwald,de,8363,662.1536025,21.1885687,58.53162741,20.2798039,3522,12.63,19.46202532,49.60443038,29.82594937,1.107594937,2743200,1254400,692
SG,Gossau (SG),de,18173,660.5961469,19.36389149,60.89253288,19.74357563,7937,27.51,21.86588921,60.64139942,16.21720117,1.275510204,2736500,1253200,646
SG,Waldkirch,de,3500,111.6783663,26.65714286,57.71428571,15.62857143,1272,31.34,10.04784689,60.54226475,28.64433812,0.765550239,2739200,1259200,625
GR,Vaz/Obervaz,de,2780,65.39637732,16.47482014,60.68345324,22.84172662,1328,42.51,7.035294118,40.4,39.74117647,12.82352941,2761800,1177300,1656
GR,Lantsch/Lenz,de,535,24.5300321,17.00934579,58.5046729,24.48598131,253,21.81,3.939532753,27.25606963,34.58543289,34.21896473,2762500,1172400,1867
GR,Schmitten (GR),de,234,20.61674009,13.24786325,55.55555556,31.1965812,117,11.35,1.855123675,25.795053,57.59717314,14.75265018,2770800,1173200,1767
GR,Albula/Alvra,de,1310,13.94655595,15.8778626,60.30534351,23.81679389,599,93.93,2.788123869,28.06214749,46.32329467,22.82643397,2768800,1172100,1721
GR,Surses,rm,2356,7.276770547,14.21901528,57.68251273,28.09847199,1148,323.77,1.05945946,41.68957529,18.26409266,38.98687259,2765500,1162700,2265
GR,Bergün Filisur,,905,4.759650784,16.57458564,59.66850829,23.75690608,397,190.14,0.977815161,19.82441384,27.54179371,51.65597729,2776700,1166700,2273
GR,Brusio,it,1113,24.03887689,14.73495058,55.97484277,29.29020665,487,46.3,2.464864865,15.30810811,55.63243243,26.59459459,2807200,1126400,1845
GR,Poschiavo,it,3516,18.40741322,19.62457338,55.20477816,25.17064846,1476,191.01,1.769911504,18.96109337,33.44504372,45.82395141,2801700,1133800,2168
GR,Falera,rm,615,27.50447227,18.69918699,53.49593496,27.80487805,272,22.36,2.639821029,60,20.04474273,17.31543624,2736900,1184900,1948
GR,Laax,de,1858,58.59350363,15.39289559,62.32508073,22.28202368,937,31.71,3.977272727,34.21717172,30.83964646,30.96590909,2738800,1185400,1925
GR,Sagogn,rm,719,103.9017341,22.11404729,56.46731572,21.418637,315,6.92,9.352517986,19.13669065,58.99280576,12.51798561,2738700,1183800,804
GR,Schluein,rm,648,135.2818372,20.83333333,62.34567901,16.82098765,283,4.79,7.484407484,29.10602911,56.34095634,7.068607069,2736700,1183500,831
GR,Vals,de,1007,5.735930736,13.90268123,62.95928501,23.13803376,491,175.56,0.564102564,32.15954416,12.23931624,55.03703704,2733400,1164300,2311
GR,Lumnezia,rm,2026,12.24317138,14.16584403,56.71273445,29.12142152,930,165.48,1.438588008,44.83196325,21.72388781,32.00556093,2732700,1175500,1930
GR,Ilanz/Glion,de,4756,35.63080611,18.96551724,58.64171573,22.39276703,2069,133.48,2.727817746,36.0986211,37.84472422,23.32883693,2734900,1181900,1657
GR,Fürstenau,de,353,267.4242424,18.98016997,57.22379603,23.79603399,155,1.32,10.76923077,50,33.07692308,6.153846154,2753500,1176400,664
GR,Rothenbrunnen,de,299,96.1414791,21.07023411,62.87625418,16.05351171,128,3.11,9.35483871,11.29032258,68.38709677,10.96774194,2751800,1181700,664
GR,Scharans,de,789,55.21343597,19.89860583,58.04816223,22.05323194,336,14.29,3.77886634,25.75227432,64.10076977,6.368089573,2754500,1176000,1323
GR,Sils im Domleschg,de,943,101.6163793,23.43584305,54.61293743,21.95121951,389,9.28,8.064516129,14.62365591,70.43010753,6.88172043,2754100,1174100,995
GR,Cazis,de,2228,71.45606158,20.01795332,60.45780969,19.52423698,914,31.18,6.25,50.06410256,36.50641026,7.17948718,2752200,1176400,1288
GR,Flerden,de,248,40.72249589,28.62903226,54.83870968,16.53225806,93,6.09,4.118616145,49.91762768,30.80724876,15.15650741,2750600,1174300,1494
GR,Masein,de,488,116.1904762,24.3852459,59.22131148,16.39344262,187,4.2,6.205250597,38.66348449,52.98329356,2.14797136,2752000,1174200,908
GR,Thusis,de,3217,191.83065,19.36586882,60.89524402,19.73888716,1458,16.77,7.76119403,23.70149254,61.73134328,6.805970149,2752900,1173500,1523
GR,Tschappina,de,130,5.269558168,17.69230769,53.07692308,29.23076923,56,24.67,1.175516822,36.9679773,27.60437779,34.25212809,2748600,1172500,1828
GR,Urmein,de,154,35.56581986,18.83116883,42.20779221,38.96103896,72,4.33,6.68202765,45.85253456,41.01382488,6.451612903,2750200,1173000,1287
GR,Safiental,de,901,5.950336812,20.97669256,52.94117647,26.08213097,376,151.42,1.188746533,38.77294941,31.08572183,28.95258222,2740800,1183500,1867
GR,Domleschg,de,2067,44.99346974,20.17416546,61.15142719,18.67440735,885,45.94,3.263707572,36.09660574,49.30374238,11.3359443,2753000,1181000,1514
GR,Avers,de,168,1.804123711,17.26190476,55.35714286,27.38095238,75,93.12,0.472711646,49.36613666,6.027073485,44.13407821,2759300,1148900,2404
GR,Sufers,de,144,4.159445407,25,48.61111111,26.38888889,60,34.62,0.83912037,12.09490741,25.92592593,61.1400463,2747800,1159500,2122
GR,Andeer,de,908,19.6112311,19.82378855,52.75330396,27.42290749,418,46.3,2.285960751,31.72309683,44.29588096,21.69506146,2752300,1163200,1872
GR,Casti-Wergenstein,rm,56,2.18579235,17.85714286,64.28571429,17.85714286,21,25.62,0.664322001,50.01953888,9.105119187,40.21101993,2750800,1165800,2316
GR,Donat,rm,202,43.25481799,23.76237624,55.94059406,20.2970297,82,4.67,3.64806867,40.12875536,51.28755365,4.935622318,2752400,1166100,1205
GR,Lohn (GR),rm,46,5.630354957,13.04347826,63.04347826,23.91304348,19,8.17,1.105651106,57.37100737,34.27518428,7.248157248,2752200,1168600,1760
GR,Mathon,rm,51,3.370786517,13.7254902,70.58823529,15.68627451,26,15.13,0.991407799,68.53932584,10.31064111,20.15862525,2751300,1167000,2188
GR,Rongellen,de,53,26.23762376,20.75471698,69.81132075,9.433962264,20,2.02,5.882352941,15.19607843,64.21568627,14.70588235,2753300,1171200,1071
GR,Zillis-Reischen,de,401,16.38741316,19.70074813,59.85037406,20.44887781,180,24.47,2.003270646,32.78822567,44.8896157,20.31888798,2753500,1166800,1799
GR,Ferrera,de,75,0.993904055,8,54.66666667,37.33333333,42,75.46,0.384411453,24.77465536,17.94803818,56.89289502,2753800,1154100,2301
GR,Rheinwald,,577,4.217219705,16.98440208,54.07279029,28.94280763,266,136.82,1.124333796,34.32868511,14.44841936,50.09856173,2744500,1157500,2192
GR,Bonaduz,de,3331,231.3194444,22.06544581,62.47373161,15.46082258,1417,14.4,7.820069204,24.29065744,62.00692042,5.882352941,2749600,1186400,745
GR,Domat/Ems,de,8038,331.8744839,21.37347599,60.23886539,18.38765862,3391,24.22,14.64521452,25.37128713,53.87788779,6.105610561,2753500,1189100,727
GR,Rhäzüns,de,1496,111.8922962,23.86363636,60.56149733,15.57486631,599,13.37,4.969879518,23.04216867,68.29819277,3.689759036,2749500,1184900,914
GR,Felsberg,de,2622,195.6716418,25.20976354,60.64073227,14.1495042,1048,13.4,5.153099328,18.22255414,44.28678118,32.33756535,2755500,1190400,1201
GR,Flims,de,2836,56.15841584,14.8448519,61.60084626,23.55430183,1443,50.5,4.458977408,32.75862069,28.81490289,33.96749901,2740800,1189000,1815
GR,Tamins,de,1217,29.87236132,18.81676253,62.28430567,18.8989318,544,40.74,1.375583395,16.43330877,50.92114959,31.26995824,2750200,1188500,1593
GR,Trin,de,1430,30.31587874,18.81118881,61.67832168,19.51048951,647,47.17,1.968670618,32.43014395,24.87298899,40.72819644,2746800,1188200,2101
GR,Zernez,rm,1527,4.438437391,19.51538965,57.62933857,22.85527177,693,344.04,0.659845358,11.63304459,28.02162665,59.6854834,2803200,1175600,2332
GR,Samnaun,de,767,13.62828714,16.42764016,68.57887875,14.9934811,363,56.28,1.157613535,43.73998219,12.09260908,43.00979519,2825000,1205300,2381
GR,Scuol,rm,4591,10.46668035,18.60161185,57.50381181,23.89457635,2117,438.63,0.977755493,28.1110402,23.81940013,47.09180418,2818500,1186900,2307
GR,Valsot,rm,855,5.378711626,18.94736842,56.60818713,24.44444444,373,158.96,0.955373979,29.29604023,30.98680075,38.76178504,2827700,1195400,2181
GR,Bever,de,616,13.46448087,14.28571429,65.58441558,20.12987013,313,45.75,1.20455541,15.2869032,15.13359615,68.37494525,2787900,1158700,2567
GR,Celerina/Schlarigna,de,1502,62.53122398,15.97869507,62.58322237,21.43808256,741,24.02,4.698544699,32.01663202,31.14345114,32.14137214,2785900,1154100,2184
GR,Madulain,de,210,12.8992629,20,56.66666667,23.33333333,94,16.28,2.629969419,30.70336391,14.49541284,52.17125382,2791400,1162400,2445
GR,Pontresina,de,2162,18.29103215,17.85383904,63.04347826,19.1026827,1024,118.2,1.505794772,16.34379494,9.144742408,73.00566788,2789300,1151900,2560
GR,La Punt-Chamues-ch,de,686,10.84070796,12.68221574,63.70262391,23.61516035,338,63.28,1.297057893,31.55646947,16.03922809,51.10724454,2791200,1161200,2433
GR,Samedan,de,2924,25.69420035,17.16826265,63.13269494,19.69904241,1447,113.8,1.921726922,15.54054054,9.652509653,72.88522289,2786600,1156500,2606
GR,St. Moritz,de,4928,171.7671663,14.89448052,63.67694805,21.42857143,2591,28.69,8.992680376,26.28093412,19.97211572,44.75426978,2784200,1152400,2282
GR,S-chanf,rm,690,4.998551145,17.97101449,59.27536232,22.75362319,334,138.04,0.71728735,23.57629329,19.21460658,56.49181278,2794900,1165400,2446
GR,Sils im Engadin/Segl,de,700,11.00975149,18.42857143,61.85714286,19.71428571,350,63.58,1.211644375,25.93233674,11.14083399,61.71518489,2778600,1144700,2411
GR,Silvaplana,de,1111,24.81572482,13.14131413,61.20612061,25.65256526,627,44.77,2.14573089,17.92579347,14.5507376,65.37773804,2781000,1148100,2434
GR,Zuoz,de,1186,18.02705578,22.34401349,56.5767285,21.07925801,544,65.79,1.93509066,46.44217583,9.599268627,42.02346488,2793100,1164300,2515
GR,Bregaglia,it,1544,6.140385763,16.51554404,56.80051813,26.68393782,723,251.45,0.867316491,14.09986075,21.62721305,63.40560971,2765600,1134700,2311
GR,Buseno,it,87,7.802690583,9.195402299,58.62068966,32.18390805,45,11.15,1.955555556,4.888888889,83.73333333,9.422222222,2728600,1125900,1217
GR,Castaneda,it,275,69.44444444,14.18181818,53.45454545,32.36363636,132,3.96,4.568527919,4.060913706,81.21827411,10.15228426,2731300,1124200,786
GR,Rossa,it,148,2.513160129,8.783783784,60.13513514,31.08108108,72,58.89,0.559986425,7.110130664,46.10554896,46.22433396,2729800,1136200,1911
GR,Santa Maria in Calanca,it,109,11.70784103,9.174311927,60.55045872,30.27522936,64,9.31,1.502145923,3.969957082,74.57081545,19.95708155,2731500,1125000,1375
GR,Lostallo,it,792,15.57215887,17.2979798,60.35353535,22.34848485,352,50.86,2.298624754,7.328094303,59.60707269,30.76620825,2735300,1130600,1559
GR,Mesocco,it,1347,8.175031863,15.0705271,59.98515219,24.94432071,626,164.77,1.353566009,18.63429439,21.76631259,58.24582701,2738000,1139500,2195
GR,Soazza,it,319,6.872037915,11.59874608,55.79937304,32.60188088,151,46.42,1.142980375,7.181367263,56.80396808,34.87168428,2737300,1136600,1744
GR,Cama,it,560,37.33333333,17.32142857,62.67857143,20,252,15,3.122923588,5.11627907,60.13289037,31.62790698,2733700,1125800,1417
GR,Grono,it,1378,37.12284483,16.76342525,62.26415094,20.9724238,625,37.13,2.856372945,8.326596605,61.49285907,27.32417138,2731900,1123300,1420
GR,Roveredo (GR),it,2520,64.94845361,19.16666667,61.42857143,19.4047619,1118,38.79,3.662625742,7.634769151,75.80603559,12.89656951,2730700,1122200,1381
GR,San Vittore,it,832,37.71532185,13.94230769,67.66826923,18.38942308,380,22.06,3.812982297,15.88742624,67.27190195,13.02768951,2728800,1122100,1215
GR,Calanca,it,199,5.275715801,9.547738694,56.28140704,34.17085427,103,37.72,1.99097425,10.16724184,57.57897531,30.2628086,2729000,1129300,1727
GR,Val Müstair,rm,1460,7.349979863,14.04109589,56.02739726,29.93150685,658,198.64,1.027190332,26.88821752,26.48539778,45.59919436,2828800,1165700,2321
GR,Davos,de,10899,38.37676056,17.42361685,62.42774566,20.14863749,5309,284,2.253600479,34.98362618,22.21557097,40.54720237,2782200,1185700,2203
GR,Fideris,de,608,23.97476341,18.25657895,59.70394737,22.03947368,264,25.36,3.118831425,58.70509278,28.74062377,9.435452033,2775500,1198600,1787
GR,Furna,de,221,6.632653061,28.05429864,49.77375566,22.1719457,76,33.32,1.112781955,50.43609023,39.15789474,9.293233083,2770500,1200900,1665
GR,Jenaz,de,1146,44.23002702,19.98254799,56.19546248,23.82198953,500,25.91,2.967244701,44.6628131,40.34682081,12.02312139,2773400,1200100,1481
GR,Klosters-Serneus,de,4451,20.25022748,15.92900472,57.11076163,26.96023366,2148,219.8,1.578061758,24.72599936,19.52339806,54.17254082,2786000,1194500,2177
GR,Conters im Prättigau,de,226,12.2826087,22.56637168,58.40707965,19.02654867,94,18.4,0.97826087,46.0326087,45.05434783,7.934782609,2779800,1197300,1709
GR,Küblis,de,853,104.7911548,18.75732708,61.43024619,19.81242673,395,8.14,4.551045511,43.91143911,43.66543665,7.872078721,2778000,1198600,1365
GR,Luzein,de,1582,18.86027659,20.8596713,55.87863464,23.26169406,662,83.88,1.908852303,47.06513958,24.95824386,26.06776426,2777200,1199200,1802
GR,Chur,de,35897,1006.081839,16.11555283,62.79076246,21.09368471,17770,35.68,21.70129141,19.87647389,54.54800674,3.874227962,2759300,1191000,816
GR,Churwalden,de,1949,40.16072532,16.36736788,63.87891226,19.75371986,917,48.53,3.705991353,43.79246448,39.65410747,12.84743669,2760600,1183300,1627
GR,Arosa,de,3131,20.22740487,13.54199936,63.43021399,23.02778665,1643,154.79,2.119958635,46.08324716,28.53541882,23.26137539,2770800,1183200,1988
GR,Tschiertschen-Praden,de,305,10.99495314,17.37704918,56.72131148,25.90163934,149,27.74,1.330935252,46.72661871,33.30935252,18.63309353,2765500,1187400,1926
GR,Haldenstein,de,1033,55.65732759,20.6195547,63.69796709,15.68247822,442,18.56,1.995685005,26.4832794,54.9622438,16.5587918,2759100,1194100,1395
GR,Trimmis,de,3304,77.07021227,21.51937046,61.62227603,16.85835351,1380,42.87,3.661380597,32.71921642,45.3358209,18.28358209,2762000,1196300,1474
GR,Untervaz,de,2521,90.94516595,22.80840936,61.36453788,15.82705276,1047,27.72,5.958829903,39.18382087,45.5399061,9.31744312,2759600,1199600,1223
GR,Zizers,de,3434,311.8982743,20.64647641,60.59988352,18.75364007,1476,11.01,14.59854015,39.05109489,38.04744526,8.302919708,2761800,1200400,589
GR,Fläsch,de,799,40.07021063,17.89737171,64.70588235,17.39674593,370,19.94,2.506265664,34.63659148,42.75689223,20.10025063,2757700,1210400,787
GR,Jenins,de,886,84.06072106,18.73589165,64.10835214,17.15575621,373,10.54,4.095238095,42.66666667,41.33333333,11.9047619,2761000,1207800,1212
GR,Maienfeld,de,2945,91.09186514,18.84550085,61.66383701,19.49066214,1321,32.33,5.77695397,43.09545876,31.94315724,19.18443003,2759100,1208400,1307
GR,Malans,de,2379,208.6842105,20.55485498,60.90794451,18.5372005,1002,11.4,7.029876977,40.33391916,43.76098418,8.875219684,2762700,1205700,710
GR,Landquart,de,8889,471.3149523,19.68725391,61.99797503,18.31477107,3848,18.86,15.06342495,34.67230444,45.50739958,4.756871036,2761300,1203600,635
GR,Grüsch,de,2076,47.94457275,20.03853565,60.54913295,19.41233141,884,43.3,2.888170056,42.74491682,45.44824399,8.918669131,2768000,1205700,1273
